PAC4GC_38658443	EB27023.1	mrna-11262	g6656.t1	mrna-7713	mrna-754
PAC4GC_38584837	EB36701.1	mrna-3035	g96148.t1	mrna-14887	mrna-11294
PAC4GC_38585883	EB36937.1	mrna-3033	g96149.t1	mrna-14886	mrna-11293
PAC4GC_38586314	EB36422.5	mrna-3036	g96163.t1	mrna-14882	mrna-11289
PAC4GC_38585997	EB36768.1	mrna-8357	g96082.t1	mrna-13733	mrna-11382
PAC4GC_38585161	EB36938.1	mrna-8355	g96077.t1	mrna-13732	mrna-11380
PAC4GC_38584402	EB36392.1	mrna-3142	g96074.t1	mrna-13730	mrna-11285
PAC4GC_38584006	EB37061.1	mrna-3143	g96073.t1	mrna-13729	mrna-11284
PAC4GC_38584214	EB36733.1	mrna-3065	g96065.t1	mrna-13722	mrna-11280
PAC4GC_38585200	EB36337.1	mrna-3067	g96052.t1	mrna-17596	mrna-11278
PAC4GC_38586273	EB36380.1	mrna-3049	g96024.t1	mrna-17599	mrna-11276
PAC4GC_38585275	EB36951.1	mrna-3062	g96023.t1	mrna-17601	mrna-11275
PAC4GC_38586243	EB36664.1	mrna-3059	g95965.t1	mrna-2687	mrna-11272
PAC4GC_38586069	EB36606.1	mrna-3023	g97140.t1	mrna-15316	mrna-11211
PAC4GC_38584624	EB36519.1	mrna-8380	g96865.t1	mrna-14637	mrna-11186
PAC4GC_38584100	EB36597.2	mrna-8381	g96858.t1	mrna-14636	mrna-11185
PAC4GC_38586025	EB36884.1	mrna-8400	g96854.t1	mrna-14633	mrna-11182
PAC4GC_38585566	EB36596.1	mrna-8399	g96853.t1	mrna-14632	mrna-11181
PAC4GC_38585014	EB37039.1	mrna-8398	g96836.t1	mrna-14631	mrna-11180
PAC4GC_38584326	EB36878.1	mrna-8397	g96835.t1	mrna-14630	mrna-11179
PAC4GC_38584305	EB36474.1	mrna-3291	g96821.t1	mrna-14628	mrna-11178
PAC4GC_38584220	EB36473.1	mrna-3292	g96819.t1	mrna-14627	mrna-11177
PAC4GC_38584809	EB36670.1	mrna-3293	g96814.t1	mrna-14626	mrna-11176
PAC4GC_38585023	EB36568.1	mrna-3296	g96807.t2	mrna-14623	mrna-11173
PAC4GC_38584271	EB36480.1	mrna-3165	g95804.t1	mrna-10430	mrna-11196
PAC4GC_38584256	EB36654.1	mrna-3163	g95777.t1	mrna-11867	mrna-11194
PAC4GC_38584364	EB36799.1	mrna-3162	g95726.t1	mrna-11868	mrna-11193
PAC4GC_38586280	EB36390.1	mrna-3011	g97158.t1	mrna-15322	mrna-11205
PAC4GC_38584357	EB36542.1	mrna-3012	g97152.t1	mrna-15321	mrna-11206
PAC4GC_38586168	EB36802.1	mrna-8344	g96230.t1	mrna-7016	mrna-11408
PAC4GC_38585222	EB36329.1	mrna-3022	g97128.t1	mrna-16977	mrna-11213
PAC4GC_38585610	EB36446.1	mrna-3021	g97127.t1	mrna-16978	mrna-11212
PAC4GC_38586240	EB36317.2	mrna-3020	g97125.t1	mrna-16979	mrna-11214
PAC4GC_38584831	EB36713.1	mrna-3178	g97121.t1	mrna-16980	mrna-11215
PAC4GC_38585697	EB36683.1	mrna-3179	g97120.t1	mrna-16981	mrna-11216
PAC4GC_38584610	EB36592.1	mrna-3180	g97119.t1	mrna-16982	mrna-11217
PAC4GC_38585242	EB36639.1	mrna-3181	g97117.t1	mrna-16985	mrna-11218
PAC4GC_38585724	EB36777.1	mrna-3184	g97111.t1	mrna-16990	mrna-11220
PAC4GC_38584930	EB36829.1	mrna-3185	g97110.t1	mrna-16991	mrna-11221
PAC4GC_38586174	EB36831.1	mrna-3188	g97086.t1	mrna-14641	mrna-11225
PAC4GC_38585578	EB36374.1	mrna-3189	g97083.t1	mrna-14642	mrna-11226
PAC4GC_38584688	EB36843.1	mrna-3191	g97075.t1	mrna-15788	mrna-11229
PAC4GC_38585310	EB37048.1	mrna-3192	g97043.t1	mrna-15789	mrna-11235
PAC4GC_38584794	EB36642.2	mrna-3193	g97036.t1	mrna-15790	mrna-11234
PAC4GC_38585729	EB36441.1	mrna-3194	g97031.t1	mrna-15791	mrna-11233
PAC4GC_38586238	EB36564.1	mrna-8342	g97371.t1	mrna-7012	mrna-11404
PAC4GC_38584845	EB36346.1	mrna-8341	g97378.t1	mrna-7013	mrna-11405
PAC4GC_38584918	EB36704.1	mrna-8343	g97382.t1	mrna-7014	mrna-11406
PAC4GC_38586274	EB36367.1	mrna-3014	g97144.t1	mrna-15319	mrna-11208
PAC4GC_38584470	EB36848.1	mrna-3000	g97203.t1	mrna-16347	mrna-11165
PAC4GC_38584800	EB36665.2	mrna-2996	g97216.t1	mrna-8307	mrna-11338
PAC4GC_38584607	EB36464.4	mrna-2995	g97221.t1	mrna-8308	mrna-11339
PAC4GC_38585020	EB36693.1	mrna-2993	g97226.t1	mrna-8310	mrna-11341
PAC4GC_38584317	EB37076.1	mrna-3055	g96191.t1	mrna-12053	mrna-11268
PAC4GC_38584318	EB36538.1	mrna-3214	g96688.t1	mrna-11059	mrna-11357
PAC4GC_38586138	EB36785.1	mrna-3212	g96686.t1	mrna-11058	mrna-11358
PAC4GC_38586303	EB36985.1	mrna-2960	g96668.t1	mrna-8862	mrna-11361
PAC4GC_38585286	EB36991.1	mrna-2961	g96666.t1	mrna-8861	mrna-11362
PAC4GC_38585959	EB36855.2	mrna-2967	g96584.t1	mrna-9767	mrna-11306
PAC4GC_38583888	EB36625.1	transcript-1498	g95863.t1	transcript-28118	mrna-11243
PAC4GC_38584591	EB36539.2	mrna-3174	g95865.t1	mrna-11787	mrna-11244
PAC4GC_38585879	EB36873.1	mrna-3176	g95867.t1	mrna-11788	mrna-11245
PAC4GC_38584946	EB36954.1	mrna-3018	g95870.t1	mrna-11790	mrna-11248
PAC4GC_38585362	EB36734.1	mrna-2991	g97229.t1	mrna-8312	mrna-11343
PAC4GC_38609547	EB31911.1	mrna-8964	g104005.t1	mrna-10745	mrna-12112
PAC4GC_38608596	EB32560.1	mrna-8963	g104006.t1	mrna-10744	mrna-12113
PAC4GC_38607575	EB32247.1	mrna-8980	g104000.t1	mrna-10754	mrna-11892
PAC4GC_38609350	EB32544.1	mrna-8981	g103982.t1	mrna-10753	mrna-11891
PAC4GC_38607796	EB31897.1	mrna-8983	g103975.t1	mrna-10751	mrna-11889
PAC4GC_38607894	EB32407.1	mrna-8984	g103973.t1	mrna-10750	mrna-11888
PAC4GC_38608020	EB32112.1	mrna-8966	g103952.t1	mrna-10747	mrna-11884
PAC4GC_38610069	EB32472.1	mrna-8965	g103951.t1	mrna-10746	mrna-11883
PAC4GC_38608324	EB32004.1	mrna-9026	g104644.t1	mrna-14988	mrna-12056
PAC4GC_38609397	EB31892.1	mrna-9027	g104658.t1	mrna-16806	mrna-12061
PAC4GC_38681548	EB38064.1	mrna-9074	g106192.t1	transcript-29463	mrna-11036
PAC4GC_38679792	EB38354.1	mrna-9112	g105282.t1	mrna-10525	mrna-11064
PAC4GC_38680403	EB38039.1	mrna-9072	g106234.t1	mrna-12293	mrna-11034
PAC4GC_38679528	EB38272.1	mrna-9071	g106223.t1	mrna-16449	mrna-11033
PAC4GC_38679591	EB37761.1	mrna-9068	g106282.t1	mrna-16452	mrna-11030
PAC4GC_38680099	EB37758.2	mrna-9067	g106292.t1	mrna-16453	mrna-11029
PAC4GC_38680600	EB38007.1	mrna-9089	g106304.t1	mrna-9437	mrna-11025
PAC4GC_38680634	EB37744.1	mrna-9090	g106305.t1	mrna-9436	mrna-11024
PAC4GC_38681437	EB38196.1	mrna-9097	g106343.t1	mrna-9427	mrna-11018
PAC4GC_38680293	EB38322.1	mrna-9136	g106345.t1	mrna-9426	mrna-11017
PAC4GC_38680686	EB38209.1	mrna-9134	g106349.t1	mrna-9424	mrna-11016
PAC4GC_38679451	EB37989.1	mrna-9054	g106358.t1	mrna-9421	mrna-11073
PAC4GC_38680954	EB37778.1	mrna-9053	g106360.t1	mrna-9419	mrna-11074
PAC4GC_38679942	EB37857.1	mrna-9052	g106361.t1	mrna-9420	mrna-11075
PAC4GC_38680827	EB37832.1	mrna-9050	g106369.t1	mrna-9414	mrna-11078
PAC4GC_38681514	EB37759.1	mrna-9049	g106370.t1	mrna-2553	mrna-11072
PAC4GC_38680184	EB37846.1	mrna-9125	g105399.t1	mrna-15459	mrna-11141
PAC4GC_38679824	EB37659.1	mrna-9118	g105401.t1	mrna-15460	mrna-11140
PAC4GC_38680075	EB37770.1	mrna-9119	g105405.t1	mrna-15461	mrna-11139
PAC4GC_38680064	EB37756.1	mrna-9194	g104985.t1	mrna-13241	mrna-11115
PAC4GC_38680739	EB37788.1	mrna-9195	g104954.t1	mrna-13240	mrna-11116
PAC4GC_38681373	EB38339.1	mrna-9196	g104953.t1	mrna-13239	mrna-11117
PAC4GC_38679908	EB38031.1	mrna-9177	g104950.t1	mrna-13238	mrna-11120
PAC4GC_38679630	EB37671.1	mrna-9179	g104949.t1	mrna-13237	mrna-11121
PAC4GC_38681155	EB37966.1	mrna-9183	g104982.t1	mrna-13230	mrna-11125
PAC4GC_38681329	EB38314.1	mrna-9184	g104981.t1	mrna-13229	mrna-11126
PAC4GC_38680098	EB37876.1	mrna-9189	g104957.t1	mrna-13222	mrna-11131
PAC4GC_38680101	EB16110.1	mrna-9171	g105129.t1	mrna-13260	mrna-11084
PAC4GC_38679661	EB38025.1	mrna-9111	g105281.t1	mrna-10524	mrna-11063
PAC4GC_38680049	EB37772.1	mrna-9147	g105188.t1	mrna-2582	mrna-11012
PAC4GC_38679647	EB37712.1	mrna-9154	g105212.t1	mrna-2574	mrna-11004
PAC4GC_38680090	EB37783.2	mrna-9155	g105219.t1	mrna-2573	mrna-11003
PAC4GC_38680440	EB37769.1	mrna-9060	g105927.t1	mrna-17064	mrna-10986
PAC4GC_38679884	EB37953.1	mrna-9059	g105934.t1	mrna-17063	mrna-10987
PAC4GC_38679718	EB38184.1	mrna-9077	g105469.t1	mrna-9410	mrna-10982
PAC4GC_38681084	EB37689.1	mrna-9223	g104919.t1	mrna-10316	mrna-11107
PAC4GC_38680392	EB37817.1	mrna-9224	g104915.t1	mrna-10315	mrna-11108
PAC4GC_38680141	EB38237.1	mrna-9222	g104912.t1	mrna-10317	mrna-11106
PAC4GC_38680477	EB37958.1	mrna-9216	g104899.t1	mrna-10321	mrna-11102
PAC4GC_38680884	EB38189.1	mrna-9215	g104898.t1	mrna-10323	mrna-11101
PAC4GC_38681305	EB38212.1	mrna-9172	g105128.t1	mrna-13259	mrna-11087
PAC4GC_38681058	EB38055.1	mrna-9173	g105127.t1	mrna-13258	transcript-6500
PAC4GC_38681231	EB37637.1	mrna-9174	g105120.t1	mrna-13257	mrna-11085
PAC4GC_38679686	EB37889.1	mrna-9175	g105104.t2	mrna-13256	mrna-11086
PAC4GC_38679744	EB38315.2	mrna-9197	g105102.t1	mrna-13255	mrna-11088
PAC4GC_38681248	EB37858.1	mrna-9198	g105100.t1	mrna-13252	mrna-11089
PAC4GC_38680301	EB38351.1	mrna-9199	g105099.t1	mrna-13254	mrna-11090
PAC4GC_38680270	EB37588.1	mrna-9200	g105098.t1	mrna-13253	mrna-11091
PAC4GC_38681500	EB38297.1	mrna-9201	g105092.t1	mrna-13251	mrna-11092
PAC4GC_38681313	EB15442.2	mrna-9203	g120229.t1	mrna-13249	mrna-11094
PAC4GC_38680770	EB38109.1	mrna-9204	g105086.t1	mrna-13248	mrna-11095
PAC4GC_38680842	EB38160.1	mrna-9205	g105075.t1	mrna-13247	mrna-11096
PAC4GC_38680643	EB37726.2	mrna-9117	g106055.t1	mrna-12825	mrna-10958
PAC4GC_38681431	EB38310.1	mrna-9057	g106020.t1	mrna-12831	mrna-10984
PAC4GC_38679719	EB38107.1	mrna-9110	g105268.t1	mrna-10523	mrna-11061
PAC4GC_38679798	EB37782.1	mrna-9107	g105241.t1	mrna-2538	mrna-11060
PAC4GC_38680571	EB38330.1	mrna-9106	g105235.t1	mrna-2539	mrna-11059
PAC4GC_38680988	EB37685.1	mrna-9103	g105225.t1	mrna-2542	mrna-11056
PAC4GC_38680731	EB37864.1	mrna-9138	g106052.t1	mrna-2547	mrna-11053
PAC4GC_38680657	EB38344.2	mrna-9137	g106054.t1	mrna-2546	mrna-11054
PAC4GC_38680777	EB37872.5	mrna-9075	g105455.t1	mrna-9411	mrna-10983
PAC4GC_38680821	EB37903.1	mrna-9156	g106163.t1	transcript-29477	mrna-11037
PAC4GC_38679763	EB37897.1	mrna-9157	g106161.t1	transcript-29480	transcript-6478
PAC4GC_38680363	EB37838.1	mrna-9158	g106160.t1	mrna-12296	mrna-11038
PAC4GC_38680085	EB38294.1	mrna-9159	g106157.t1	transcript-29489	mrna-11039
PAC4GC_38680745	EB37868.1	mrna-9161	g106152.t1	mrna-12300	mrna-11042
PAC4GC_38681521	EB38215.1	mrna-9162	g106145.t1	mrna-12301	mrna-11043
PAC4GC_38679907	EB38347.1	mrna-9163	g106142.t1	mrna-12302	mrna-11044
PAC4GC_38680859	EB37631.1	mrna-9166	g106124.t1	mrna-12822	mrna-11047
PAC4GC_38680840	EB37999.1	mrna-9141	g106038.t1	mrna-2551	mrna-11049
PAC4GC_38681517	EB38224.1	mrna-9040	g106416.t1	mrna-2557	mrna-10990
PAC4GC_38680176	EB37917.1	mrna-9039	g106433.t1	mrna-2558	mrna-10989
PAC4GC_38680744	EB38092.1	mrna-9038	g106445.t1	mrna-2559	mrna-10999
PAC4GC_38681424	EB38024.1	mrna-9037	g106446.t1	mrna-2560	mrna-10997
PAC4GC_38681157	EB37694.1	mrna-9036	g106447.t1	mrna-2561	mrna-10998
PAC4GC_38679542	EB37598.1	mrna-9035	g106463.t1	mrna-2562	mrna-10996
PAC4GC_38680362	EB37792.1	mrna-9034	g106465.t1	mrna-2563	mrna-10995
PAC4GC_38680430	EB38065.1	mrna-9033	g106466.t1	mrna-2564	mrna-10994
PAC4GC_38670517	EB31363.1	mrna-7658	g109122.t1	mrna-11773	mrna-12421
PAC4GC_38670362	EB31474.1	mrna-7659	g109121.t1	mrna-11772	mrna-12420
PAC4GC_38671601	EB31228.1	mrna-7640	g108827.t1	mrna-13269	mrna-12457
PAC4GC_38669970	EB31299.1	mrna-7642	g108795.t1	mrna-14818	mrna-12458
PAC4GC_38671651	EB31525.1	mrna-7594	g108787.t1	mrna-13106	mrna-12459
PAC4GC_38670777	EB31452.1	mrna-7754	g108646.t1	mrna-13108	mrna-12462
PAC4GC_38670146	EB31457.1	mrna-7666	g108926.t1	mrna-16898	mrna-12377
PAC4GC_38671560	EB31280.1	mrna-7669	g108934.t1	mrna-16897	mrna-12374
PAC4GC_38671344	EB31704.1	mrna-7676	g108860.t1	mrna-13271	mrna-12455
PAC4GC_38670133	EB31365.1	mrna-7677	g108854.t1	mrna-13270	mrna-12456
PAC4GC_38670178	EB31617.1	mrna-7712	g109256.t1	mrna-2244	mrna-12408
PAC4GC_38671290	EB31222.1	mrna-7731	g108645.t1	mrna-13109	mrna-12463
PAC4GC_38670416	EB31552.1	mrna-7653	g109248.t1	mrna-2242	mrna-12426
PAC4GC_38671189	EB31728.1	mrna-7602	g109378.t1	mrna-16723	mrna-12337
PAC4GC_38671357	EB31465.1	mrna-7604	g109419.t1	mrna-14037	mrna-12335
PAC4GC_38670737	EB31595.1	mrna-7606	g109427.t1	mrna-14039	mrna-12333
PAC4GC_38671158	EB31601.1	mrna-7607	g109429.t1	mrna-14041	mrna-12331
PAC4GC_38671350	EB31725.1	mrna-7656	g109432.t1	mrna-14043	mrna-12329
PAC4GC_38671268	EB31691.1	transcript-3806	g108643.t1	mrna-13110	mrna-12466
PAC4GC_38671231	EB31334.1	mrna-7703	g109257.t1	mrna-2245	mrna-12407
PAC4GC_38670491	EB31247.2	mrna-7704	g109259.t1	mrna-2247	mrna-12405
PAC4GC_38670791	EB31127.1	mrna-7705	g109266.t1	mrna-2248	mrna-12404
PAC4GC_38670941	EB31658.1	mrna-7706	g109271.t1	mrna-2249	mrna-12403
PAC4GC_38670966	EB31550.1	mrna-7709	g109296.t1	mrna-2252	mrna-12400
PAC4GC_38670588	EB31203.1	mrna-7711	g109364.t1	mrna-11267	mrna-12398
PAC4GC_38670681	EB31289.1	mrna-7633	g109442.t1	mrna-14045	mrna-12397
PAC4GC_38670341	EB31274.1	mrna-7749	g109469.t1	mrna-13436	mrna-12388
PAC4GC_38670306	EB31594.1	mrna-7743	g109509.t1	mrna-17741	mrna-12383
PAC4GC_38669976	EB31153.1	mrna-7720	g109566.t1	mrna-11270	mrna-12381
PAC4GC_38670552	EB31696.1	mrna-7721	g109569.t1	mrna-11272	mrna-12380
PAC4GC_38670644	EB31191.1	mrna-7722	g109574.t1	mrna-11273	mrna-12447
PAC4GC_38670511	EB31473.1	mrna-7644	g109917.t1	mrna-15403	mrna-12322
PAC4GC_38670708	EB31361.1	mrna-7738	g109221.t1	mrna-12616	mrna-12433
PAC4GC_38669967	EB31419.1	mrna-7739	g109236.t1	mrna-12617	mrna-12432
PAC4GC_38671028	EB31314.1	mrna-7740	g109237.t1	mrna-12618	mrna-12431
PAC4GC_38671512	EB31244.1	mrna-7741	g109238.t1	mrna-12619	mrna-12430
PAC4GC_38670315	EB31604.1	mrna-7654	g109247.t1	mrna-2241	mrna-12427
PAC4GC_38670540	EB31621.2	mrna-7600	g108380.t1	mrna-16878	mrna-12340
PAC4GC_38670481	EB31636.1	mrna-7637	g109191.t1	mrna-11783	mrna-12436
PAC4GC_38671317	EB31685.1	mrna-7614	g109177.t1	mrna-11781	mrna-12439
PAC4GC_38671553	EB31385.1	mrna-7608	g109135.t1	mrna-11775	mrna-12422
PAC4GC_38670308	EB31310.1	mrna-7665	g108923.t1	mrna-16899	mrna-12378
PAC4GC_38671755	EB31384.1	mrna-7671	g108941.t1	mrna-16896	mrna-12956
PAC4GC_38670501	EB31432.1	mrna-7700	g109774.t1	mrna-4021	mrna-12316
PAC4GC_38671808	EB31312.1	mrna-7701	g109775.t1	mrna-4022	mrna-12315
PAC4GC_38671073	EB31180.1	mrna-7702	g109776.t1	mrna-4023	mrna-12314
PAC4GC_38670961	EB31252.1	mrna-7651	g109868.t1	mrna-8124	mrna-12355
PAC4GC_38670873	EB31259.1	mrna-7736	g109882.t1	mrna-8123	mrna-12358
PAC4GC_38670883	EB31175.1	mrna-7735	g109892.t1	mrna-8122	mrna-12360
PAC4GC_38671277	EB31454.1	mrna-7691	g109698.t1	mrna-10365	mrna-12411
PAC4GC_38671364	EB31700.3	mrna-7687	g109669.t1	mrna-13115	mrna-12323
PAC4GC_38671289	EB31166.2	mrna-7686	g109668.t1	mrna-13116	mrna-12324
PAC4GC_38671503	EB31152.1	mrna-7685	g109667.t1	transcript-31687	mrna-12325
PAC4GC_38670048	EB31620.1	mrna-7683	g109665.t1	mrna-13118	mrna-12450
PAC4GC_38669990	EB31291.1	mrna-7680	g109662.t1	mrna-13119	mrna-12449
PAC4GC_38671573	EB31288.1	mrna-7639	g109918.t1	mrna-15402	mrna-12373
PAC4GC_38671147	EB31462.1	mrna-7638	g109919.t1	mrna-15401	mrna-12372
PAC4GC_38670963	EB31215.1	mrna-7724	g110012.t1	mrna-1444	mrna-12348
PAC4GC_38671316	EB31148.1	mrna-7599	g108453.t1	mrna-16310	mrna-12341
PAC4GC_38649143	EB23816.1	mrna-10857	g110483.t1	mrna-4080	mrna-12700
PAC4GC_38648895	EB23721.1	mrna-10858	g110479.t1	mrna-4079	mrna-12680
PAC4GC_38648460	EB23483.1	mrna-10840	g110416.t1	mrna-12576	mrna-12694
PAC4GC_38648757	EB23547.1	mrna-10841	g110422.t1	mrna-12578	mrna-12693
PAC4GC_38648364	EB23778.1	mrna-10842	g110423.t1	mrna-15922	mrna-12692
PAC4GC_38648931	EB23832.1	mrna-10843	g110424.t1	mrna-15923	mrna-12691
PAC4GC_38648256	EB23748.1	mrna-10894	g110861.t1	mrna-16620	mrna-12616
PAC4GC_38648141	EB23603.1	mrna-10997	g110533.t1	mrna-17578	mrna-12675
PAC4GC_38647856	EB23642.1	mrna-10816	g110083.t1	mrna-4062	mrna-12710
PAC4GC_38648569	EB24002.1	mrna-10814	g110086.t1	mrna-4060	mrna-12712
PAC4GC_38648850	EB23487.1	mrna-10812	g110089.t1	mrna-4055	mrna-12713
PAC4GC_38649282	EB23824.1	mrna-10804	g110105.t1	mrna-4049	mrna-12720
PAC4GC_38649614	EB23686.1	mrna-10805	g110106.t1	mrna-4048	mrna-12719
PAC4GC_38649120	EB23426.1	mrna-10806	g110107.t1	mrna-4047	mrna-12718
PAC4GC_38648826	EB23438.1	mrna-10809	g110603.t1	mrna-10313	mrna-12622
PAC4GC_38648719	EB24030.1	mrna-10972	g110595.t1	mrna-10310	mrna-12502
PAC4GC_38648051	EB23428.1	mrna-10966	g110581.t1	mrna-10306	mrna-12505
PAC4GC_38648940	EB23488.1	mrna-10795	g110575.t1	mrna-10305	mrna-12506
PAC4GC_38649709	EB23840.2	mrna-10794	g110573.t1	mrna-10304	mrna-12507
PAC4GC_38649513	EB23566.1	mrna-10793	g110572.t1	mrna-10303	mrna-12508
PAC4GC_38649467	EB23401.3	mrna-10792	g110571.t1	mrna-10302	mrna-12509
PAC4GC_38648845	EB23589.1	mrna-10826	g110568.t1	mrna-17591	mrna-12704
PAC4GC_38648455	EB23650.1	mrna-10855	g110501.t1	mrna-4084	mrna-12702
PAC4GC_38649411	EB23759.1	mrna-10853	g110506.t1	mrna-4087	mrna-12677
PAC4GC_38649071	EB23334.1	mrna-10820	g110546.t1	mrna-17580	mrna-12678
PAC4GC_38649305	EB23469.1	mrna-10821	g110547.t1	mrna-17581	mrna-12699
PAC4GC_38648227	EB24043.1	mrna-10823	g110551.t1	mrna-17583	mrna-12698
PAC4GC_38649589	EB23621.1	mrna-10848	g110435.t1	mrna-4072	mrna-12688
PAC4GC_38649935	EB23865.1	mrna-10850	g110438.t1	mrna-4074	mrna-12685
PAC4GC_38648770	EB23654.1	mrna-10851	g110439.t1	mrna-4075	mrna-12684
PAC4GC_38648308	EB23782.1	mrna-10852	g110440.t1	transcript-10477	mrna-12683
PAC4GC_38649649	EB23649.1	mrna-11000	g110659.t1	mrna-10296	mrna-12605
PAC4GC_38648397	EB24056.1	mrna-10940	g111346.t1	mrna-7416	mrna-12649
PAC4GC_38649316	EB23990.1	mrna-10942	g111355.t1	mrna-7410	mrna-12651
PAC4GC_38648297	EB23546.1	mrna-10774	g111207.t1	mrna-33	mrna-12495
PAC4GC_38649404	EB23548.1	mrna-10775	g111206.t1	mrna-34	mrna-12496
PAC4GC_38648902	EB23610.1	mrna-10945	g111192.t1	mrna-37	mrna-12498
PAC4GC_38648182	EB23425.1	mrna-10892	g110939.t2	mrna-10188	mrna-12520
PAC4GC_38649097	EB23632.1	mrna-10891	g110925.t1	mrna-10187	mrna-12519
PAC4GC_38647917	EB23364.1	mrna-10890	g110924.t1	mrna-10186	mrna-12518
PAC4GC_38648546	EB23815.3	mrna-10889	g110920.t1	mrna-10184	mrna-12517
PAC4GC_38649937	EB23791.1	mrna-10888	g110915.t1	mrna-10183	mrna-12516
PAC4GC_38649933	EB24048.1	mrna-10887	g110910.t1	mrna-10182	mrna-12515
PAC4GC_38649251	EB23997.1	mrna-10885	g110907.t1	mrna-10180	mrna-12513
PAC4GC_38649760	EB23643.1	transcript-5198	g110899.t1	transcript-23976	transcript-7535
PAC4GC_38648628	EB23983.1	mrna-10884	g110898.t1	mrna-10179	mrna-12512
PAC4GC_38649696	EB23696.1	mrna-10882	g110896.t1	mrna-10177	mrna-12510
PAC4GC_38649982	EB23952.1	mrna-10881	g110894.t1	mrna-10176	mrna-12668
PAC4GC_38648237	EB23982.1	mrna-10880	g110893.t1	mrna-10175	mrna-12669
PAC4GC_38648582	EB23913.1	mrna-10879	g110892.t1	mrna-10174	mrna-12670
PAC4GC_38649342	EB23799.1	mrna-10877	g110891.t1	mrna-10172	mrna-12671
PAC4GC_38648148	EB23872.1	mrna-10878	g110888.t1	mrna-10171	mrna-12672
PAC4GC_38649885	EB23618.1	mrna-10786	g111271.t1	mrna-26	mrna-12623
PAC4GC_38649077	EB23485.1	mrna-10784	g111281.t1	mrna-24	mrna-12625
PAC4GC_38649553	EB23536.1	mrna-10783	g111282.t1	mrna-23	mrna-12627
PAC4GC_38648759	EB23935.1	mrna-10781	g111287.t1	mrna-21	mrna-12626
PAC4GC_38647955	EB23685.1	mrna-10780	g111288.t1	mrna-20	mrna-12629
PAC4GC_38648666	EB23377.1	mrna-10778	g111292.t1	mrna-18	mrna-12632
PAC4GC_38649945	EB23647.1	mrna-10954	g111312.t1	mrna-13	mrna-12634
PAC4GC_38649079	EB23490.1	mrna-10953	g111322.t1	mrna-11	mrna-12637
PAC4GC_38649714	EB23736.1	mrna-10951	g111325.t1	mrna-9	mrna-12639
PAC4GC_38648034	EB23427.1	mrna-10914	g111335.t1	mrna-3	mrna-12643
PAC4GC_38648101	EB23958.1	mrna-10876	g110882.t1	mrna-10169	mrna-12606
PAC4GC_38647894	EB23530.1	mrna-10938	g111424.t1	mrna-15336	mrna-12734
PAC4GC_38648327	EB23735.1	mrna-10934	g111257.t1	mrna-27	mrna-12489
PAC4GC_38648900	EB23345.1	mrna-10936	g111254.t1	mrna-29	mrna-12491
PAC4GC_38649156	EB23842.1	mrna-10937	g111253.t1	mrna-30	mrna-12492
PAC4GC_38649407	EB23474.1	mrna-10771	g111252.t1	mrna-31	mrna-12493
PAC4GC_38649736	EB23528.1	mrna-10773	g111216.t1	mrna-32	mrna-12494
PAC4GC_38648537	EB23718.1	mrna-10918	g110981.t1	mrna-10195	mrna-12472
PAC4GC_38649667	EB23525.1	mrna-10917	g110975.t1	mrna-10194	mrna-12757
PAC4GC_38648875	EB23940.1	mrna-10960	g110973.t1	mrna-10192	mrna-12665
PAC4GC_38649275	EB23544.1	mrna-10961	g110972.t1	mrna-10191	mrna-12664
PAC4GC_38649842	EB23708.1	mrna-10962	g110969.t1	mrna-10190	mrna-12663
PAC4GC_38649737	EB23864.1	mrna-10766	g111448.t1	mrna-10199	mrna-12729
PAC4GC_38649364	EB23837.1	mrna-10767	g111442.t1	mrna-10200	mrna-12730
PAC4GC_38649712	EB23880.1	mrna-10921	g110991.t1	mrna-10198	mrna-12475
PAC4GC_38647901	EB23886.1	mrna-10926	g111068.t1	mrna-3351	mrna-12477
PAC4GC_38684410	EB25200.1	mrna-8007	g100925.t1	mrna-1814	mrna-13193
PAC4GC_38685875	EB24810.1	mrna-8167	g100772.t1	mrna-5228	mrna-13078
PAC4GC_38684779	EB25174.7	mrna-8117	g99690.t1	mrna-1781	mrna-13071
PAC4GC_38684934	EB24745.1	mrna-8120	g99675.t1	mrna-1786	mrna-13068
PAC4GC_38685256	EB18130.2	mrna-7992	g99636.t1	mrna-1788	mrna-13066
PAC4GC_38685619	EB24629.1	mrna-7991	g99672.t1	mrna-1787	mrna-13067
PAC4GC_38686084	EB25622.4	mrna-7994	g99628.t1	mrna-1794	mrna-13054
PAC4GC_38684949	EB25522.1	mrna-7995	g99625.t1	mrna-1795	mrna-13052
PAC4GC_38686081	EB24472.4	mrna-7990	g99597.t1	mrna-1799	mrna-13000
PAC4GC_38686254	EB24583.1	mrna-8015	g101053.t1	mrna-1807	mrna-13203
PAC4GC_38686387	EB24645.1	mrna-8014	g100900.t1	mrna-1808	mrna-13202
PAC4GC_38684616	EB25124.1	mrna-8012	g100912.t1	mrna-1810	mrna-13200
PAC4GC_38686338	EB24675.1	mrna-8163	g100654.t1	mrna-5229	mrna-13079
PAC4GC_38686156	EB25300.1	mrna-7998	g100643.t1	mrna-5235	mrna-13216
PAC4GC_38685650	EB24380.1	mrna-8147	g100635.t1	mrna-5238	mrna-13219
